university,name
http://www.wikidata.org/entity/Q3445045,Bethel University
http://www.wikidata.org/entity/Q3445053,Southern Polytechnic State University
http://www.wikidata.org/entity/Q3445253,William Woods University
http://www.wikidata.org/entity/Q3445256,Southern New Hampshire University
http://www.wikidata.org/entity/Q3445331,Woodbury University
http://www.wikidata.org/entity/Q1467657,Irkutsk State Technical University
http://www.wikidata.org/entity/Q1467882,Miklós Zrínyi National Defense University
http://www.wikidata.org/entity/Q1468161,University of Colorado Denver
http://www.wikidata.org/entity/Q1468607,Liberty University
http://www.wikidata.org/entity/Q1469723,University of Veterinary Medicine
http://www.wikidata.org/entity/Q1470544,Frostburg State University
http://www.wikidata.org/entity/Q3357563,University of Hargeisa
http://www.wikidata.org/entity/Q3359362,Danish Design School
http://www.wikidata.org/entity/Q3360617,Ateneo de Naga University
http://www.wikidata.org/entity/Q3361223,Palais universitaire d'Angers
http://www.wikidata.org/entity/Q3365251,Paris Centre Universités
http://www.wikidata.org/entity/Q3367016,Universidad Autónoma de Santa Ana
http://www.wikidata.org/entity/Q3369346,Oklahoma Wesleyan University
http://www.wikidata.org/entity/Q3369724,Chinzei GakuinUniversity
http://www.wikidata.org/entity/Q3378714,Lyndon State College
http://www.wikidata.org/entity/Q3391625,Dhamar University
http://www.wikidata.org/entity/Q3400501,Wrexham Glyndŵr University
http://www.wikidata.org/entity/Q3406583,European University-North Macedonia
http://www.wikidata.org/entity/Q3408465,Center for International Development at Harvard University
http://www.wikidata.org/entity/Q3429270,Huazhong Agricultural University
http://www.wikidata.org/entity/Q4351501,Perm State Pharmaceutical Academy
http://www.wikidata.org/entity/Q4351539,Perm State Humanitarian Pedagogical University
http://www.wikidata.org/entity/Q4352418,University of the Arts Helsinki
http://www.wikidata.org/entity/Q4352907,Northern (Arctic) Federal University
http://www.wikidata.org/entity/Q4355025,University of Durban-Westville
http://www.wikidata.org/entity/Q4356865,Beijing Technology and Business University
http://www.wikidata.org/entity/Q4359408,State University of New York at Purchase
http://www.wikidata.org/entity/Q85449,Igor Sikorsky Kyiv Polytechnic Institute
http://www.wikidata.org/entity/Q93435,Bukovinian State Medical University
http://www.wikidata.org/entity/Q93662,St. Bonaventure University
http://www.wikidata.org/entity/Q94192,National Metallurgical Academy of Ukraine
http://www.wikidata.org/entity/Q3443498,Oklahoma City University
http://www.wikidata.org/entity/Q3443737,Saint Peter's University
http://www.wikidata.org/entity/Q3443893,West Chester University of Pennsylvania
http://www.wikidata.org/entity/Q3444269,Walsh University
http://www.wikidata.org/entity/Q3444292,Cameron University
http://www.wikidata.org/entity/Q3444527,William Paterson University
http://www.wikidata.org/entity/Q3444675,Christopher Newport University
http://www.wikidata.org/entity/Q1474624,Yerevan State University
http://www.wikidata.org/entity/Q1474656,Athens University of Economics and Business
http://www.wikidata.org/entity/Q1474930,Bucharest National University of Arts
http://www.wikidata.org/entity/Q230899,University of Manchester
http://www.wikidata.org/entity/Q2344683,Stephen F. Austin State University
http://www.wikidata.org/entity/Q2347687,Theological University of the Reformed Churches
http://www.wikidata.org/entity/Q2349268,Ulyanovsk State Technical University
http://www.wikidata.org/entity/Q2352359,"Tajikistan State University of Law, Business, & Politics"
http://www.wikidata.org/entity/Q2354119,Ural State University of Economics
http://www.wikidata.org/entity/Q2358317,Kabul Polytechnic University
http://www.wikidata.org/entity/Q2360835,Stroganov Moscow State University of Arts and Industry
http://www.wikidata.org/entity/Q1428711,University of South Bohemia in České Budějovice
http://www.wikidata.org/entity/Q1430048,Florida A&M University
http://www.wikidata.org/entity/Q1430054,Florida Gulf Coast University
http://www.wikidata.org/entity/Q1430113,Institut national des langues et civilisations orientales
http://www.wikidata.org/entity/Q223037,University of the East
http://www.wikidata.org/entity/Q224802,Moscow Power Engineering Institute
http://www.wikidata.org/entity/Q229022,Università Cattolica del Sacro Cuore
http://www.wikidata.org/entity/Q626067,Hansei University
http://www.wikidata.org/entity/Q626458,Catholic Kwandong University
http://www.wikidata.org/entity/Q626591,Texas Southern University
http://www.wikidata.org/entity/Q626634,University of Texas–Pan American
http://www.wikidata.org/entity/Q626783,Dong-A University
http://www.wikidata.org/entity/Q626804,Mahidol University
http://www.wikidata.org/entity/Q626872,Korean National Police University
http://www.wikidata.org/entity/Q1433199,Indiana University – Purdue University Indianapolis
http://www.wikidata.org/entity/Q1434847,University of Madeira
http://www.wikidata.org/entity/Q1436699,Nishogakusha University
http://www.wikidata.org/entity/Q1437166,Ulyanovsk State University
http://www.wikidata.org/entity/Q1438597,Fort Lewis College
http://www.wikidata.org/entity/Q1439629,Providence College
http://www.wikidata.org/entity/Q1440288,Università Campus Bio-Medico
http://www.wikidata.org/entity/Q2333445,Ryazan State Medical University
http://www.wikidata.org/entity/Q2333455,Moscow State University of Geodesy and Cartography
http://www.wikidata.org/entity/Q2333469,Magnitogorsk State Technical University
http://www.wikidata.org/entity/Q2333801,Lublin University of Technology
http://www.wikidata.org/entity/Q2339907,Kazan State University of Architecture and Engineering
http://www.wikidata.org/entity/Q2341039,Stetson University
http://www.wikidata.org/entity/Q2303765,University of Ghana
http://www.wikidata.org/entity/Q2303775,Technical University of Sofia
http://www.wikidata.org/entity/Q2304477,South East European University
http://www.wikidata.org/entity/Q1472663,University of Alabama at Birmingham
http://www.wikidata.org/entity/Q1473115,Open University of Cyprus
http://www.wikidata.org/entity/Q1473796,University of North Florida
http://www.wikidata.org/entity/Q1474005,Western Illinois University
http://www.wikidata.org/entity/Q1474019,University of Hull
http://www.wikidata.org/entity/Q1472245,Bauman Moscow State Technical University
http://www.wikidata.org/entity/Q1472315,Grand Valley State University
http://www.wikidata.org/entity/Q1472358,University of Houston
http://www.wikidata.org/entity/Q1470769,University of Agder
http://www.wikidata.org/entity/Q1470817,University of the Highlands and Islands
http://www.wikidata.org/entity/Q1471684,University of Thessaly
http://www.wikidata.org/entity/Q1471879,Krakow University of Economics
http://www.wikidata.org/entity/Q1472179,University of Vlorë
http://www.wikidata.org/entity/Q610220,FPT University
http://www.wikidata.org/entity/Q610253,University of Jordan
http://www.wikidata.org/entity/Q611995,Adolfo Ibáñez University
http://www.wikidata.org/entity/Q612665,Vrije Universiteit Brussel
http://www.wikidata.org/entity/Q3429296,Henan Agricultural University
http://www.wikidata.org/entity/Q3431706,China Three Gorges University
http://www.wikidata.org/entity/Q3434858,Université Caraïbe
http://www.wikidata.org/entity/Q3436286,Odense University
http://www.wikidata.org/entity/Q3439770,Astrakhan State University
http://www.wikidata.org/entity/Q3443159,University of the Sciences
http://www.wikidata.org/entity/Q3443302,International University of Sarajevo
http://www.wikidata.org/entity/Q3443325,Widener University
http://www.wikidata.org/entity/Q3443493,Shaw University
http://www.wikidata.org/entity/Q632506,Norfolk State University
http://www.wikidata.org/entity/Q632558,Harbin Institute of Technology
http://www.wikidata.org/entity/Q632573,Southern Utah University
http://www.wikidata.org/entity/Q633040,Morehead State University
http://www.wikidata.org/entity/Q633782,Juraj Dobrila University of Pula
http://www.wikidata.org/entity/Q221645,Stockholm University
http://www.wikidata.org/entity/Q221653,Utrecht University
http://www.wikidata.org/entity/Q3504837,Supinfocom
http://www.wikidata.org/entity/Q3509289,University of Calabar
http://www.wikidata.org/entity/Q3509319,Abia State University
http://www.wikidata.org/entity/Q3509668,University of Maiduguri
http://www.wikidata.org/entity/Q3510784,Israelite Seminary of France
http://www.wikidata.org/entity/Q3510835,American University of Nigeria
http://www.wikidata.org/entity/Q3514601,Zagreb School of Economics and Management
http://www.wikidata.org/entity/Q3517283,Télécom Saint-Étienne
http://www.wikidata.org/entity/Q3519221,Bangalore University
http://www.wikidata.org/entity/Q3520936,Dravidian University
http://www.wikidata.org/entity/Q3521052,Andhra University
http://www.wikidata.org/entity/Q3521222,Okayama University of Science
http://www.wikidata.org/entity/Q3522654,Tamil Nadu Agricultural University
http://www.wikidata.org/entity/Q3523248,Nalanda University
http://www.wikidata.org/entity/Q3523254,University of Moratuwa
http://www.wikidata.org/entity/Q3525602,Kannada University
http://www.wikidata.org/entity/Q626893,Korea University of Science and Technology
http://www.wikidata.org/entity/Q627271,Southern University
http://www.wikidata.org/entity/Q630686,Sunyani Technical University
http://www.wikidata.org/entity/Q631296,Maritime College of Forest Technology
http://www.wikidata.org/entity/Q631317,Széchenyi István University
http://www.wikidata.org/entity/Q632004,Radboud University Nijmegen
http://www.wikidata.org/entity/Q632465,Radford University
http://www.wikidata.org/entity/Q1475020,Furman University
http://www.wikidata.org/entity/Q1475126,Politehnica University of Timișoara
http://www.wikidata.org/entity/Q1475250,Titu Maiorescu University
http://www.wikidata.org/entity/Q1475413,Saint Joseph's University
http://www.wikidata.org/entity/Q1476319,Vilnius Academy of Art
http://www.wikidata.org/entity/Q1481995,Kore University of Enna
http://www.wikidata.org/entity/Q1482689,Kyiv National Economic University named after Vadym Hetman
http://www.wikidata.org/entity/Q1485112,Sofia Medical University
http://www.wikidata.org/entity/Q1489002,Universiti Malaysia Terengganu
http://www.wikidata.org/entity/Q1493008,Siberian State Medical University
http://www.wikidata.org/entity/Q1494353,Airlangga University
http://www.wikidata.org/entity/Q1494671,University of L'Aquila
http://www.wikidata.org/entity/Q2364321,University of Life Sciences in Poznań
http://www.wikidata.org/entity/Q2368551,Surigao del Sur State University
http://www.wikidata.org/entity/Q2370088,Suleyman Demirel University
http://www.wikidata.org/entity/Q2370318,Mongolian University of Science and Technology
http://www.wikidata.org/entity/Q2374234,Academy of Christian Humanism University
http://www.wikidata.org/entity/Q2376759,Russian Academy of State Service
http://www.wikidata.org/entity/Q2378813,Kharkiv National Medical University
http://www.wikidata.org/entity/Q4398112,Russian Orthodox University
http://www.wikidata.org/entity/Q4398135,Russian University of Cooperation
http://www.wikidata.org/entity/Q4398458,Rostov State Academy of Agricultural Machinery
http://www.wikidata.org/entity/Q4398483,Rostov Institute of Physical Culture and Sports
http://www.wikidata.org/entity/Q4398493,Rostov State Pedagogical University
http://www.wikidata.org/entity/Q4398494,Rostov State University of Civil Engineering
http://www.wikidata.org/entity/Q4398496,Rostov State Transport University
http://www.wikidata.org/entity/Q4398497,Rostov State Economics University
http://www.wikidata.org/entity/Q4398500,Rostov State University
http://www.wikidata.org/entity/Q4398518,Rostov Socio-Economic Institute
http://www.wikidata.org/entity/Q4398525,Rostov Law Institute
http://www.wikidata.org/entity/Q4400558,Russian Christian Humanitarian Academy
http://www.wikidata.org/entity/Q4400868,Oglethorpe University
http://www.wikidata.org/entity/Q1474100,Old Dominion University
http://www.wikidata.org/entity/Q1474105,Western Kentucky University
http://www.wikidata.org/entity/Q1474129,Towson University
http://www.wikidata.org/entity/Q1474157,University of New Orleans
http://www.wikidata.org/entity/Q3298359,Belmont University
http://www.wikidata.org/entity/Q3298457,Bethune-Cookman University
http://www.wikidata.org/entity/Q3299013,Hayfield University
http://www.wikidata.org/entity/Q3299074,Toulouse Tech
http://www.wikidata.org/entity/Q3299255,Kanda University of International Studies
http://www.wikidata.org/entity/Q3301403,Bircham International University
http://www.wikidata.org/entity/Q3301911,Texas Lutheran University
http://www.wikidata.org/entity/Q3302016,Langston University
http://www.wikidata.org/entity/Q3302123,Aleksandër Moisiu University of Durrës
http://www.wikidata.org/entity/Q3302185,Political Academy of the Socialist Party of Albania
http://www.wikidata.org/entity/Q3303491,Kristal University
http://www.wikidata.org/entity/Q3304503,University of Michigan College of Engineering
http://www.wikidata.org/entity/Q3306049,University of Balochistan
http://www.wikidata.org/entity/Q1477551,Université Catholique de Lille
http://www.wikidata.org/entity/Q1477607,University of Basrah
http://www.wikidata.org/entity/Q1477812,Nanjing Normal University
http://www.wikidata.org/entity/Q1479582,University of Arts in Belgrade
http://www.wikidata.org/entity/Q4401554,Rybinsk State Aviation Technical University
http://www.wikidata.org/entity/Q4402649,Ryazan State Radio Engineering University
http://www.wikidata.org/entity/Q4402655,Sergei Yesenin Ryazan State University
http://www.wikidata.org/entity/Q4405618,Salavat branch of Ufa State Petroleum Technological University
http://www.wikidata.org/entity/Q4406337,Samarkand State University
http://www.wikidata.org/entity/Q4406365,Samara State Academy of Culture and Arts
http://www.wikidata.org/entity/Q4406366,Samara State Agricultural Academy
http://www.wikidata.org/entity/Q4406398,Samara State University of Architecture and Civil Engineering
http://www.wikidata.org/entity/Q4406400,Samara State Aerospace University
http://www.wikidata.org/entity/Q4406402,Samara State Technical University
http://www.wikidata.org/entity/Q3551396,Université Djillali Liabes
http://www.wikidata.org/entity/Q3551403,Université de Sétif
http://www.wikidata.org/entity/Q3551409,Gardner–Webb University
http://www.wikidata.org/entity/Q3551414,Hyperion University of Bucharest
http://www.wikidata.org/entity/Q3551417,Ibn Tofail University
http://www.wikidata.org/entity/Q3551418,Ibn Zohr University
http://www.wikidata.org/entity/Q3551420,Jan Kochanowski University
http://www.wikidata.org/entity/Q3551421,Universidad Juárez del Estado de Durango
http://www.wikidata.org/entity/Q3551422,Southwest Jiaotong University
http://www.wikidata.org/entity/Q3551423,Kofi Annan University of Guinea
http://www.wikidata.org/entity/Q3551429,Longwood University
http://www.wikidata.org/entity/Q3551441,Meio University
http://www.wikidata.org/entity/Q3551442,Constantine 1 University
http://www.wikidata.org/entity/Q624560,"California State Polytechnic University, Humboldt"
http://www.wikidata.org/entity/Q624561,Hanshin University
http://www.wikidata.org/entity/Q624564,"California State University, Stanislaus"
http://www.wikidata.org/entity/Q624571,Sonoma State University
http://www.wikidata.org/entity/Q624686,"California State University, Monterey Bay"
http://www.wikidata.org/entity/Q624691,California State University San Marcos
http://www.wikidata.org/entity/Q624959,Georgia Southern University
http://www.wikidata.org/entity/Q624970,Northern Michigan University
http://www.wikidata.org/entity/Q3549829,Ateneo de Zamboanga University
http://www.wikidata.org/entity/Q3551320,Universidad Gerardo Barrios
http://www.wikidata.org/entity/Q3551323,Arturo Prat University
http://www.wikidata.org/entity/Q3551326,University of La Frontera
http://www.wikidata.org/entity/Q3551327,University of La Serena
http://www.wikidata.org/entity/Q3551353,University of London Institute in Paris
http://www.wikidata.org/entity/Q3551358,University of Montana Western
http://www.wikidata.org/entity/Q3551363,University of Abou Bekr Belkaïd
http://www.wikidata.org/entity/Q3551367,Abdelmalek Essaâdi University
http://www.wikidata.org/entity/Q3551369,Université Alassane Ouattara
http://www.wikidata.org/entity/Q3551371,Université Alioune Diop de Bambey
http://www.wikidata.org/entity/Q3551376,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj
http://www.wikidata.org/entity/Q3551380,Bioterra University
http://www.wikidata.org/entity/Q3551385,University Carlo Cattaneo
http://www.wikidata.org/entity/Q3551390,Constantin Brâncoveanu University
http://www.wikidata.org/entity/Q3551393,Constantin Brâncuși University
http://www.wikidata.org/entity/Q1503368,International Sakharov Environmental University
http://www.wikidata.org/entity/Q1505925,University of Abertay Dundee
http://www.wikidata.org/entity/Q1506552,Ural Federal University
http://www.wikidata.org/entity/Q1507218,Colorado Mesa University
http://www.wikidata.org/entity/Q1509484,The University of Georgia
http://www.wikidata.org/entity/Q1509957,Süleyman Demirel University
http://www.wikidata.org/entity/Q2380350,"South-West University ""Neofit Rilski"""
http://www.wikidata.org/entity/Q2381477,Russian State Institute of Performing Arts
http://www.wikidata.org/entity/Q2382644,Siberian Federal University
http://www.wikidata.org/entity/Q2383462,University of Lyon
http://www.wikidata.org/entity/Q2384139,State Institute of Russian Language
http://www.wikidata.org/entity/Q1516259,University of Art and Design Linz
http://www.wikidata.org/entity/Q1516779,Nyenrode Business University
http://www.wikidata.org/entity/Q1517021,University of Western Australia
http://www.wikidata.org/entity/Q1517401,Tavrida National V.I. Vernadsky University
http://www.wikidata.org/entity/Q3474474,Savannah State University
http://www.wikidata.org/entity/Q3481997,Agricultural University of Iceland
http://www.wikidata.org/entity/Q3493066,Amoud University
http://www.wikidata.org/entity/Q3493422,Spicer Memorial College
http://www.wikidata.org/entity/Q3495253,St. Edward's University
http://www.wikidata.org/entity/Q3496652,Jiangxi University of Finance and Economics
http://www.wikidata.org/entity/Q3497259,Nanchang University
http://www.wikidata.org/entity/Q3498695,University of Liepāja
http://www.wikidata.org/entity/Q652280,Kaliningrad State Technical University
http://www.wikidata.org/entity/Q652308,Université de Buéa
http://www.wikidata.org/entity/Q653439,Ștefan cel Mare University of Suceava
http://www.wikidata.org/entity/Q653638,Babcock University
http://www.wikidata.org/entity/Q655542,Estonian University of Life Sciences
http://www.wikidata.org/entity/Q656871,University of Khartoum
http://www.wikidata.org/entity/Q657222,Stevens Institute of Technology
http://www.wikidata.org/entity/Q4385796,Pyatigorsk State University
http://www.wikidata.org/entity/Q4386612,Hacettepe University Ankara State Conservatory
http://www.wikidata.org/entity/Q4389652,Kitasato University
http://www.wikidata.org/entity/Q4393424,Northeast Normal University
http://www.wikidata.org/entity/Q4394523,"RISEBA University of Business, Arts and Technology"
http://www.wikidata.org/entity/Q4394548,Riga Civil Aviation Engineers Institute
http://www.wikidata.org/entity/Q4395202,Rivne State Humanitarian University
http://www.wikidata.org/entity/Q4397980,Russian International Academy of Tourism
http://www.wikidata.org/entity/Q4397981,Russian Medical Postgraduate Academy
http://www.wikidata.org/entity/Q4397988,Russian Open Transport Academy
http://www.wikidata.org/entity/Q4397991,Russian Law Academy of Ministry of Justice
http://www.wikidata.org/entity/Q4407695,Saint Petersburg State Technological University of Plant Polymers
http://www.wikidata.org/entity/Q4407696,"Institute of Industrial Management, Economics and Trade"
http://www.wikidata.org/entity/Q4407698,Saint Petersburg State University of Culture and Arts
http://www.wikidata.org/entity/Q4407699,St. Petersburg State University of Refrigeration and Food Technology
http://www.wikidata.org/entity/Q4407700,Saint Petersburg State University of Civil Aviation
http://www.wikidata.org/entity/Q4407701,Saint Petersburg State University of Technology and Design
http://www.wikidata.org/entity/Q4407702,Saint Petersburg State University of Service and Economics
http://www.wikidata.org/entity/Q4407705,Saint Petersburg State University of Telecommunications
http://www.wikidata.org/entity/Q4407708,Saint Petersburg State Electrotechnical University
http://www.wikidata.org/entity/Q644478,NUI Galway
http://www.wikidata.org/entity/Q644787,Katholieke Universiteit Brussel
http://www.wikidata.org/entity/Q644789,Catholic University of Mechlin
http://www.wikidata.org/entity/Q646136,Ukrainian Free University
http://www.wikidata.org/entity/Q2385041,Belarusian State Agricultural Academy
http://www.wikidata.org/entity/Q2387454,National Aviation University
http://www.wikidata.org/entity/Q2387574,FSB Academy
http://www.wikidata.org/entity/Q2324386,Taganrog Technological Institute of Southern Federal University
http://www.wikidata.org/entity/Q2324420,Ilia State University
http://www.wikidata.org/entity/Q2324449,Semey Medical University
http://www.wikidata.org/entity/Q2324453,Pacific State Medical University
http://www.wikidata.org/entity/Q2324493,Penza Pedagogical Institute named after V. G. Belinsky
http://www.wikidata.org/entity/Q2324530,Pavlodar State University
http://www.wikidata.org/entity/Q2324554,Kyrgyz State University of Construction Transportation and Architecture
http://www.wikidata.org/entity/Q2325341,State-independent Theological University of Basel
http://www.wikidata.org/entity/Q2329481,Stamford International University
http://www.wikidata.org/entity/Q2333286,Chelyabinsk State Pedagogical University
http://www.wikidata.org/entity/Q2333300,Chelyabinsk State University
http://www.wikidata.org/entity/Q1479765,Vidzemes Augstskola
http://www.wikidata.org/entity/Q1479914,Vytautas Magnus University Agriculture Academy
http://www.wikidata.org/entity/Q1479987,Catholic University of Toulouse
http://www.wikidata.org/entity/Q1480421,University of Dhaka
http://www.wikidata.org/entity/Q634834,Fernando Pessoa University
http://www.wikidata.org/entity/Q635116,Azerbaijan Architecture and Construction University
http://www.wikidata.org/entity/Q635878,Lusíada University
http://www.wikidata.org/entity/Q636034,Military Technical Academy
http://www.wikidata.org/entity/Q636060,University of Agronomic Sciences and Veterinary Medicine of Bucharest
http://www.wikidata.org/entity/Q636074,University of Pitești
http://www.wikidata.org/entity/Q636818,École des technologies numériques appliquées
http://www.wikidata.org/entity/Q637084,Technical University in Zvolen
http://www.wikidata.org/entity/Q637099,Jan Evangelista Purkyně University in Ústí nad Labem
http://www.wikidata.org/entity/Q2426185,Crimea State Medical University named after S. I. Georgievsky
http://www.wikidata.org/entity/Q2428356,Tashkent State University of Economics
http://www.wikidata.org/entity/Q2431406,Xizang Minzu University
http://www.wikidata.org/entity/Q2453446,Ostroh Academy
http://www.wikidata.org/entity/Q2459595,Tumaini University Makumira
http://www.wikidata.org/entity/Q2469823,Goce Delčev University of Štip
http://www.wikidata.org/entity/Q2471216,Thomas Jefferson University
http://www.wikidata.org/entity/Q4398054,Russian State Agrarian Extramural University
http://www.wikidata.org/entity/Q4398063,Russian State Geological Prospecting University
http://www.wikidata.org/entity/Q4398064,Russian State Hydrometeorological University
http://www.wikidata.org/entity/Q4398067,Russian State Vocational Pedagogical University
http://www.wikidata.org/entity/Q4398071,Moscow State Aviation Technological University
http://www.wikidata.org/entity/Q4398072,"Russian State University of Physical Education, Sport, Youth and Tourism"
http://www.wikidata.org/entity/Q4398087,Russian Islamic University
http://www.wikidata.org/entity/Q4398096,Russian International Olympic University
http://www.wikidata.org/entity/Q4398106,Russian New University
http://www.wikidata.org/entity/Q2391189,Miyazaki Prefectural Nursing University
http://www.wikidata.org/entity/Q2392351,Leeds Beckett University
http://www.wikidata.org/entity/Q2393562,Tapee University
http://www.wikidata.org/entity/Q2393647,Lamar University
http://www.wikidata.org/entity/Q2394775,Communist University of the National Minorities of the West
http://www.wikidata.org/entity/Q2399264,Université de technologie de Belfort-Montbéliard
http://www.wikidata.org/entity/Q1476341,University of Chemistry and Technology
http://www.wikidata.org/entity/Q1476484,North Carolina Agricultural and Technical State University
http://www.wikidata.org/entity/Q1476754,Russian-Armenian University
http://www.wikidata.org/entity/Q1477368,Dalian University of Technology
http://www.wikidata.org/entity/Q1477512,Moscow State University of Railway Engineering
http://www.wikidata.org/entity/Q4374296,Post University
http://www.wikidata.org/entity/Q4376232,Saint Tikhon Orthodox University of the Humanities
http://www.wikidata.org/entity/Q4377610,State Higher Education Institution “Pryazovskyi State Technical University”
http://www.wikidata.org/entity/Q4377625,Amur State University named for Sholom Aleichem
http://www.wikidata.org/entity/Q4378138,Prydniprovska State Academy of Civil Engineering and Architecture
http://www.wikidata.org/entity/Q4378148,Transnistrian Technical Engineering Institute
http://www.wikidata.org/entity/Q4380853,Missouri University of Science and Technology
http://www.wikidata.org/entity/Q4381437,Siam University
http://www.wikidata.org/entity/Q4383014,Pskov State Pedagogical University
http://www.wikidata.org/entity/Q4383015,Pskov State University
http://www.wikidata.org/entity/Q4385790,Pyatigorsk Medical and Pharmaceutical Institute - branch of Volgograd State Medical University
http://www.wikidata.org/entity/Q1496662,Gazi University
http://www.wikidata.org/entity/Q1496803,Pearson College London
http://www.wikidata.org/entity/Q1499053,Saint Petersburg Theological Academy
http://www.wikidata.org/entity/Q1501626,General Jonas Žemaitis Military Academy of Lithuania
http://www.wikidata.org/entity/Q1502975,University of Guyana
http://www.wikidata.org/entity/Q3551636,University of Montemorelos
http://www.wikidata.org/entity/Q3551637,University of Monastir
http://www.wikidata.org/entity/Q3551638,University of Moundou
http://www.wikidata.org/entity/Q3551640,University of Mostaganem
http://www.wikidata.org/entity/Q3551642,University of Mount Union
http://www.wikidata.org/entity/Q3551649,"University of Campania ""Luigi Vanvitelli"""
http://www.wikidata.org/entity/Q3551650,Parthenope University of Naples
http://www.wikidata.org/entity/Q3551652,Samara State Regional Academy
http://www.wikidata.org/entity/Q3551655,Université de Ngaoundéré
http://www.wikidata.org/entity/Q3551657,Niagara University
http://www.wikidata.org/entity/Q647594,Dalian Polytechnic University
http://www.wikidata.org/entity/Q648244,University of Trinidad and Tobago
http://www.wikidata.org/entity/Q648599,Tecnológico de Antioquia
http://www.wikidata.org/entity/Q648637,Medical University of Varna
http://www.wikidata.org/entity/Q648661,University College of the Cayman Islands
http://www.wikidata.org/entity/Q648674,St. Matthew's University
http://www.wikidata.org/entity/Q648688,"College of Science, Technology and Applied Arts of Trinidad and Tobago"
http://www.wikidata.org/entity/Q648838,Universitat d'Andorra
http://www.wikidata.org/entity/Q649299,Regis University
http://www.wikidata.org/entity/Q3551573,Burao University
http://www.wikidata.org/entity/Q3551574,Mariano Marcos State University
http://www.wikidata.org/entity/Q3551576,University of Clermont-Ferrand (1896-1976)
http://www.wikidata.org/entity/Q3551577,University of Chichester
http://www.wikidata.org/entity/Q3551579,AMA Computer University
http://www.wikidata.org/entity/Q3551580,Université de Doba
http://www.wikidata.org/entity/Q3551582,University of Djibouti
http://www.wikidata.org/entity/Q3551583,Université de Dschang
http://www.wikidata.org/entity/Q3551584,San Beda University
http://www.wikidata.org/entity/Q3551585,Université de Gbadolite
http://www.wikidata.org/entity/Q3551586,University of Gafsa
http://www.wikidata.org/entity/Q1510516,University of Science and Technology Beijing
http://www.wikidata.org/entity/Q1513240,Oeschger Centre for Climate Change Research
http://www.wikidata.org/entity/Q1513804,Satbayev University
http://www.wikidata.org/entity/Q1514056,German University of Technology in Oman
http://www.wikidata.org/entity/Q1514597,Universidad de las Américas Puebla
http://www.wikidata.org/entity/Q1515048,Naval Postgraduate School
http://www.wikidata.org/entity/Q3551499,Suor Orsola Benincasa University of Naples
http://www.wikidata.org/entity/Q3551504,Toyo Gakuen University
http://www.wikidata.org/entity/Q3551506,Vita-Salute San Raffaele University
http://www.wikidata.org/entity/Q3551510,Washington Adventist University
http://www.wikidata.org/entity/Q3551511,Adventist University of the Antilles
http://www.wikidata.org/entity/Q3551513,University Adventist Center of São Paulo
http://www.wikidata.org/entity/Q3551514,Universidad Adventista de Chile
http://www.wikidata.org/entity/Q3551515,River Plate Adventist University
http://www.wikidata.org/entity/Q3551516,Adventist University of Africa
http://www.wikidata.org/entity/Q3551522,Université Canadienne du Niger
http://www.wikidata.org/entity/Q3551523,Cardinal Malula University
http://www.wikidata.org/entity/Q3551525,Université Catholique du Congo
http://www.wikidata.org/entity/Q3551526,Catholic University of Graben
http://www.wikidata.org/entity/Q3551530,Université Centrale de Kinshasa
http://www.wikidata.org/entity/Q3551531,Central University
http://www.wikidata.org/entity/Q3551535,Dimitrie Cantemir Christian University
http://www.wikidata.org/entity/Q3551540,Atomi University
http://www.wikidata.org/entity/Q3551545,Centro Escolar University
http://www.wikidata.org/entity/Q3551549,University of Oran
http://www.wikidata.org/entity/Q4359655,Dillard University
http://www.wikidata.org/entity/Q4360216,St. Petersburg Institute of Jewish Studies
http://www.wikidata.org/entity/Q4361026,Rajamangala University of Technology Lanna
http://www.wikidata.org/entity/Q4361461,Petrozavodsk State University
http://www.wikidata.org/entity/Q4366448,Samara state university of social sciences and education
http://www.wikidata.org/entity/Q4366451,Volga Region State University of Service
http://www.wikidata.org/entity/Q4366452,Povolzhskiy State University of Telecommunications and Informatics
http://www.wikidata.org/entity/Q4366456,Volga State University of Technology
http://www.wikidata.org/entity/Q4370825,Poltava National Pedagogical University
http://www.wikidata.org/entity/Q4371750,Pomorsky State University
http://www.wikidata.org/entity/Q4373721,Graduate Institute of Ferrous Technology
http://www.wikidata.org/entity/Q2496010,Comrat State University
http://www.wikidata.org/entity/Q2496012,University of Conakry
http://www.wikidata.org/entity/Q2496026,Saint Euphrosyne Polotsk State University
http://www.wikidata.org/entity/Q2496038,Universitatea George Bacovia
http://www.wikidata.org/entity/Q2496046,University of Dubrovnik
http://www.wikidata.org/entity/Q2496084,Universiti Malaysia Pahang
http://www.wikidata.org/entity/Q2496089,Matsuyama University
http://www.wikidata.org/entity/Q634259,Playa Ancha University
http://www.wikidata.org/entity/Q634396,McNeese State University
http://www.wikidata.org/entity/Q634651,Texas A&M University–Corpus Christi
http://www.wikidata.org/entity/Q634669,East Tennessee State University
http://www.wikidata.org/entity/Q634796,University of Aden
http://www.wikidata.org/entity/Q2493687,Interregional Academy of Personnel Management
http://www.wikidata.org/entity/Q2495648,Universidad Andina Simón Bolívar
http://www.wikidata.org/entity/Q2495665,Universidad Autónoma Intercultural de Sinaloa
